time_s,pitch_deg,pitch_rate_rad_s,elevator_cmd,altitude_ft
10.57,-87.625310030107,-0.014019623189484173,1.0,3223.4946788176894
10.58,-87.63128217822269,-0.016516211942147356,1.0,3220.4130308181047
10.59,-87.63816036995884,-0.01947843348377686,1.0,3217.329605471343
10.6,-87.64610507542909,-0.022827679263328925,1.0,3214.2444046400487
10.61,-87.6552431406587,-0.02648723378514795,1.0,3211.157430060208
10.620000000000001,-87.66566790761375,-0.03038308316597023,1.0,3208.0686834082007
10.63,-87.6774397562321,-0.034444620014886164,1.0,3204.978166282177
10.64,-87.69058707202124,-0.038605244500640463,1.0,3201.8858802579343
10.65,-87.70510762618913,-0.04280286286061562,1.0,3198.791826877743
10.66,-87.72097034195025,-0.046980285846417884,1.0,3195.6960076913238
10.67,-87.73811741048364,-0.051085530689061076,1.0,3192.598424255848
10.68,-87.75646671270295,-0.055072031102357775,1.0,3189.4990781620145
10.69,-87.77591449810122,-0.058898760628875196,1.0,3186.3979710265994
10.700000000000001,-87.79633826901885,-0.06253027527353178,1.0,3183.2951045259833
10.71,-87.81759981717143,-0.06593668187208923,1.0,3180.190480403602
10.72,-87.83954835892605,-0.0690935390133119,1.0,3177.0841004624963
10.73,-87.86202371611466,-0.0719816975832107,1.0,3173.9759665727615
10.74,-87.88485949005738,-0.07458708813699655,1.0,3170.8660807050765
10.75,-87.90788617758665,-0.07690046233893755,1.0,3167.754444885999
10.76,-87.93093417942625,-0.0789170956522134,1.0,3164.641061246395
10.77,-87.95383665306176,-0.08063645831995822,1.0,3161.5259319879115
10.78,-87.97643216459912,-0.0820618614647338,1.0,3158.409059420228
10.790000000000001,-87.998567097135,-0.08320008485613975,1.0,3155.2904458865523
10.8,-88.02009777700846,-0.08406099256424998,1.0,3152.170093856752
10.81,-88.04089228441669,-0.0846571423387968,1.0,3149.0480058528483
10.82,-88.0608319210566,-0.08500339413880587,1.0,3145.9241844676435
10.83,-88.0798123151356,-0.08511652279262366,1.0,3142.7986323796213
10.84,-88.09774415291183,-0.0850148393013542,1.0,3139.671352304518
10.85,-88.11455353580715,-0.0847178248167014,1.0,3136.5423470437527
10.86,-88.13018197265392,-0.0842457808336142,1.0,3133.411619409919
10.870000000000001,-88.14458602723413,-0.08361949864508882,1.0,3130.2791723012924
10.88,-88.15773665140726,-0.08285995061671485,1.0,3127.1450086422265
10.89,-88.16961824310127,-0.08198800535724472,1.0,3124.0091313682497
10.9,-88.18022747566937,-0.08102416839349463,1.0,3120.871543467045
10.91,-88.18957195023202,-0.07998834950752334,1.0,3117.732247952372
10.92,-88.19766872516021,-0.07889965746519512,1.0,3114.5912478379905
10.93,-88.20454277690969,-0.07777622246132437,1.0,3111.448546141386
10.94,-88.2102254440036,-0.07663504623051735,1.0,3108.3041459172964
10.950000000000001,-88.21475290143132,-0.07549187942701288,1.0,3105.1580502167344
10.96,-88.2181647065502,-0.07436112556320915,1.0,3102.010262057185
10.97,-88.22050245028174,-0.07325577051661303,1.0,3098.860784471035
10.98,-88.22180853950758,-0.07218733636958287,1.0,3095.7096205055714
10.99,-88.22212512870699,-0.07116585813594721,1.0,3092.556773159653
11.0,-88.22149321130499,-0.07019988175341232,1.0,3089.402245439589
11.01,-88.21995187449308,-0.06929648158018836,1.0,3086.246040325612
11.02,-88.21753771546365,-0.06846129552760437,1.0,3083.088160790503
11.03,-88.21428441224035,-0.06769857588652321,1.0,3079.928609777242
11.040000000000001,-88.2102224387396,-0.0670112538624765,1.0,3076.7673902139068
11.05,-88.20537891101554,-0.06640101582084891,1.0,3073.6045050174
11.06,-88.19977755007353,-0.06586838925698846,1.0,3070.4399570710957
11.07,-88.19343874573813,-0.06541283654455393,1.0,3067.273749243468
11.08,-88.18637970586849,-0.06503285457622048,1.0,3064.105884388089
11.09,-88.1786146754956,-0.06472607849147625,1.0,3060.9363653324544
11.1,-88.17015521113196,-0.06448938778400452,1.0,3057.7651948854327
11.11,-88.16101049636147,-0.06431901319335281,1.0,3054.5923758372664
11.120000000000001,-88.15118768596429,-0.06421064290958568,1.0,3051.4179109707475
11.13,-88.14069226685731,-0.06415952675275392,1.0,3048.241803046316
11.14,-88.12952842545107,-0.064160577128785,1.0,3045.0640548169613
11.15,-88.11769941209768,-0.0642084657073447,1.0,3041.8846690021455
11.16,-88.10520789452578,-0.06429771491308905,1.0,3038.7036483325064
11.17,-88.09205629330987,-0.06442278346738249,1.0,3035.5209955237806
11.18,-88.07824709346961,-0.06457814536105559,1.0,3032.3367132768035
11.19,-88.0637831274384,-0.06475836177840151,1.0,3029.1508042924106
11.200000000000001,-88.04866782561243,-0.06495814562677156,1.0,3025.9632712602615
11.21,-88.03290543173394,-0.06517241845352383,1.0,3022.774116873741
11.22,-88.01650118130368,-0.06539635965155688,1.0,3019.583343807608
11.23,-87.99946144212583,-0.06562544796529918,1.0,3016.390954747796
11.24,-87.98179381695421,-0.06585549541009446,1.0,3013.1969523765147
11.25,-87.96350720900297,-0.06608267380889017,1.0,3010.001339379698
11.26,-87.94461185181653,-0.06630353423064576,1.0,3006.8041184209287
11.27,-87.9251193055798,-0.06651501968475469,1.0,3003.6052922047675
11.28,-87.90504242258802,-0.06671447148498733,1.0,3000.4048634059727
11.290000000000001,-87.88439528493404,-0.06689962974512595,1.0,2997.2028347067535
11.3,-87.86319311789127,-0.06706862850687108,1.0,2993.9992088228464
11.31,-87.84145218268178,-0.06721998602904385,1.0,2990.7939884215593
11.32,-87.819189652421,-0.0673525907861331,1.0,2987.587176222354
11.33,-87.79642347512626,-0.06746568373435809,1.0,2984.3787749111652
11.34,-87.77317222755893,-0.06755883740522695,1.0,2981.1687872111797
11.35,-87.74945496357184,-0.0676319323808378,1.0,2977.957215823233
11.36,-87.72529106039062,-0.06768513169249876,1.0,2974.744063474238
11.370000000000001,-87.70070006602349,-0.06771885366549359,1.0,2971.5293328762054
11.38,-87.67570155064779,-0.06773374370866897,1.0,2968.313026763499
11.39,-87.65031496448354,-0.06773064551881822,1.0,2965.09514785558
11.4,-87.62455950432222,-0.06771057213727942,1.0,2961.8756988942623
11.41,-87.5984539904567,-0.0676746772605775,1.0,2958.6546826139092
11.42,-87.57201675541968,-0.0676242271689871,1.0,2955.4321017488837
11.43,-87.54526554556284,-0.06756057359733268,1.0,2952.2079590447247
11.44,-87.51821743615389,-0.06748512783179286,1.0,2948.9822572395205
11.450000000000001,-87.49088876035752,-0.06739933627558203,1.0,2945.7549990974367
11.46,-87.46329505215921,-0.06730465768572602,1.0,2942.5261873602867
11.47,-87.43545100304004,-0.06720254224321588,1.0,2939.2958247698843
11.48,-87.40737043196303,-0.06709441258014605,1.0,2936.0639140941203
11.49,-87.37906626805298,-0.06698164685035683,1.0,2932.830458071083
11.5,-87.35055054517224,-0.06686556389503967,1.0,2929.5954594649374
11.51,-87.32183440747023,-0.06674741052199358,1.0,2926.3589210361242
11.52,-87.29292812489376,-0.06662835088697212,1.0,2923.1208455227315
11.53,-87.26384111755327,-0.06650945793807585,1.0,2919.8812356851995
11.540000000000001,-87.23458198782923,-0.06639170685951797,1.0,2916.6400942876935
11.55,-87.20515855904888,-0.06627597042942693,1.0,2913.397424079478
11.56,-87.17557791960368,-0.0661630161877078,1.0,2910.1532278098166
11.57,-87.14584647135963,-0.06605350529434072,1.0,2906.9075082428753
11.58,-87.11596998130085,-0.06594799294580748,1.0,2903.660268113017
11.59,-87.08595363535193,-0.06584693020754914,1.0,2900.4115101844072
11.6,-87.05580209342612,-0.06575066711334264,1.0,2897.1612372137606
11.61,-87.02551954479796,-0.06565945687808745,1.0,2893.9094519391656
11.620000000000001,-86.99510976298706,-0.06557346106859727,1.0,2890.6561571098864
11.63,-86.96457615942901,-0.06549275557735802,1.0,2887.4013554789126
11.64,-86.93392183529126,-0.06541733724667806,1.0,2884.145049791783
11.65,-86.9031496308796,-0.06534713099499921,1.0,2880.887242794037
11.66,-86.87226217217511,-0.06528199730314349,1.0,2877.6279372237623
11.67,-86.8412619141289,-0.0652217399256921,1.0,2874.3671358302236
11.68,-86.81015118041748,-0.065166113701351,1.0,2871.104841362685
11.69,-86.77893219945226,-0.06511483234577903,1.0,2867.8410565555096
11.700000000000001,-86.74760713650488,-0.0650675761207711,1.0,2864.575784150511
11.71,-86.71617812188329,-0.06502399928464717,1.0,2861.3090268932283
11.72,-86.68464727516572,-0.0649837372400313,1.0,2858.040787514299
11.73,-86.65301672553676,-0.06494641330671126,1.0,2854.7710687741637
11.74,-86.62128862834678,-0.06491164505878154,1.0,2851.4998733885586
11.75,-86.58946517804567,-0.0648790501766153,1.0,2848.227204106748
11.76,-86.55754861768396,-0.06484825177527953,1.0,2844.9530636779964
11.77,-86.52554124521308,-0.06481888318160768,1.0,2841.6774548254907
11.78,-86.49344541682716,-0.06479059214225608,1.0,2838.4003802910447
11.790000000000001,-86.4612635476277,-0.064763044454514,1.0,2835.1218428239226
11.8,-86.42899810988982,-0.06473592702038174,1.0,2831.8418451584876
11.81,-86.39665162923033,-0.06470895033242155,1.0,2828.560390032828
11.82,-86.36422667896565,-0.06468185040705351,1.0,2825.277480185032
11.83,-86.33172587296559,-0.0646543901872846,1.0,2821.9931183569133
11.84,-86.29915185728434,-0.06462636044233806,1.0,2818.7073072865605
11.85,-86.26650730085109,-0.06459758019625492,1.0,2815.4200497195125
11.86,-86.23379488549347,-0.06456789672130085,1.0,2812.1313483938575
11.870000000000001,-86.20101729553392,-0.06453718513494433,1.0,2808.8412060514092
11.88,-86.16817720720643,-0.0645053476413035,1.0,2805.549625441432
11.89,-86.13527727809542,-0.06447231245933983,1.0,2802.2566092796624
11.9,-86.1023201368024,-0.06443803248073506,1.0,2798.962160333991
11.91,-86.06930837299805,-0.06440248370040563,1.0,2795.6662813462317
11.92,-86.03624452802225,-0.06436566346198533,1.0,2792.368975047022
11.93,-86.00313108614674,-0.06432758855950518,1.0,2789.0702441968024
11.94,-85.96997046661286,-0.06428829323484994,1.0,2785.7700915262103
11.950000000000001,-85.93676501651943,-0.06424782710854786,1.0,2782.4685197770596
11.96,-85.90351700462443,-0.06420625307907901,1.0,2779.1655317023396
11.97,-85.87022861610305,-0.06416364522319976,1.0,2775.8611300438643
11.98,-85.83690194827857,-0.06412008672690281,1.0,2772.555317543447
11.99,-85.80353900733505,-0.06407566787356961,1.0,2769.248096950352
12.0,-85.77014170599683,-0.06403048411271227,1.0,2765.939471013844
12.01,-85.73671186215124,-0.06398463422948059,1.0,2762.6294424794614
12.02,-85.70325119837409,-0.06393821863190208,1.0,2759.3180140778422
12.030000000000001,-85.66976134230981,-0.06389133776963832,1.0,2756.0051885806024
12.040000000000001,-85.63624382784727,-0.06384409069495818,1.0,2752.6909687146544
12.05,-85.60270009702333,-0.06379657377364531,1.0,2749.3753572292626
12.06,-85.56913150258691,-0.06374887955076282,1.0,2746.058356873691
12.07,-85.53553931114283,-0.06370109577352881,1.0,2742.7399703897536
12.08,-85.5019247068007,-0.06365330457114067,1.0,2739.4202005304396
12.09,-85.46828879524638,-0.06360558178915449,1.0,2736.099050037563
12.1,-85.43463260815888,-0.0635579964740351,1.0,2732.776521656662
12.11,-85.40095710789141,-0.06351061050174264,1.0,2729.4526181295514
12.120000000000001,-85.36726319234522,-0.06346347834270705,1.0,2726.1273422054946
12.13,-85.33355169996048,-0.06341664695427685,1.0,2722.800696633756
12.14,-85.29982341475237,-0.06337015579069877,1.0,2719.472684148699
12.15,-85.26607907133973,-0.06332403691989025,1.0,2716.1433074995875
12.16,-85.23231935989345,-0.06327831523569752,1.0,2712.8125694431365
12.17,-85.19854493096639,-0.06323300875396641,1.0,2709.4804726988077
12.18,-85.16475640014495,-0.06318812898060355,1.0,2706.147020034492
12.19,-85.13095435249076,-0.06314368133982659,1.0,2702.8122141696513
12.200000000000001,-85.0971393467365,-0.06309966565098164,1.0,2699.476057868451
12.21,-85.06331191920545,-0.0630560766426738,1.0,2696.1385538578033
12.22,-85.0294725874321,-0.06301290449339761,1.0,2692.799704890698
12.23,-84.9956218534753,-0.06297013538847342,1.0,2689.459513697773
12.24,-84.96176020690201,-0.06292775208374715,1.0,2686.117983032018
12.25,-84.92788812744647,-0.06288573446729387,1.0,2682.775115620345
12.26,-84.89400608733969,-0.0628440601111647,1.0,2679.4309142157435
12.27,-84.8601145533125,-0.0628027048060896,1.0,2676.085381541401
12.280000000000001,-84.82621398828593,-0.06276164307292223,1.0,2672.738520361483
12.290000000000001,-84.79230485275254,-0.06272084864552016,1.0,2669.3903333880007
12.3,-84.75838760587168,-0.06268029492063365,1.0,2666.0408233702183
12.31,-84.72446270629258,-0.06263995537127477,1.0,2662.6899930536747
12.32,-84.69053061272021,-0.06259980392085812,1.0,2659.3378451541066
12.33,-84.65659178425699,-0.06255981527624883,1.0,2655.984382431954
12.34,-84.62264668053055,-0.06251996521860605,1.0,2652.629607591778
12.35,-84.58869576163714,-0.062480230851617524,1.0,2649.2735233977437
12.36,-84.55473948792346,-0.06244059080740484,1.0,2645.9161325655878
12.370000000000001,-84.52077831963143,-0.062401025410936194,1.0,2642.5574378333986
12.38,-84.48681271642523,-0.06236151680435228,1.0,2639.1974419392645
12.39,-84.45284313682782,-0.062322049033036696,1.0,2635.836147606373
12.4,-84.41887003758681,-0.06228260809567702,1.0,2632.473557572812
12.41,-84.38489387298883,-0.06224318196088154,1.0,2629.1096745580435
12.42,-84.35091509414463,-0.06220376055316805,1.0,2625.7445013038814
12.43,-84.31693414825958,-0.06216433571134764,1.0,2622.378040522337
12.44,-84.28295147790851,-0.06212490112244219,1.0,2619.010294958949
12.450000000000001,-84.24896752032649,-0.06208545223436668,1.0,2615.6412673331797
12.46,-84.21498270673065,-0.06204598615060742,1.0,2612.2709603644907
12.47,-84.18099746168413,-0.062006501510117565,1.0,2608.89937678352
12.48,-84.14701220250622,-0.06196699835556282,1.0,2605.526519320905
12.49,-84.1130273387443,-0.06192747799294043,1.0,2602.152390692383
12.5,-84.07904327170651,-0.061887942845451176,1.0,2598.7769936211407
12.51,-84.04506039406273,-0.06184839630432527,1.0,2595.4003308340907
12.52,-84.01107908951319,-0.061808842579095837,1.0,2592.022405039519
12.530000000000001,-83.97709973253228,-0.061769286549604036,1.0,2588.6432189680636
12.540000000000001,-83.94312268817835,-0.06172973362178235,1.0,2585.262775339186
12.55,-83.90914831197544,-0.06169018958901384,1.0,2581.881076864898
12.56,-83.8751769498642,-0.06165066050063084,1.0,2578.4981262609363
12.57,-83.84120893821046,-0.06161115253885821,1.0,2575.113926243037
12.58,-83.80724460387968,-0.061571671905264365,1.0,2571.728479538113
12.59,-83.77328426436459,-0.06153222471754456,1.0,2568.341788843274
12.6,-83.73932822796068,-0.061492816917232185,1.0,2564.9538568779826
12.61,-83.7053767939885,-0.06145345418872176,1.0,2561.564686357975
12.620000000000001,-83.6714302530548,-0.06141414188976904,1.0,2558.1742799840868
12.63,-83.63748888734305,-0.06137488499346344,1.0,2554.7826404832304
12.64,-83.60355297093464,-0.06133568804149083,1.0,2551.3897705487907
12.65,-83.56962277014794,-0.061296555108344246,1.0,2547.9956728965044
12.66,-83.53569854389413,-0.06125748977602654,1.0,2544.6003502309322
12.67,-83.50178054404081,-0.06121849511865292,1.0,2541.2038052529097
12.68,-83.4678690157825,-0.06117957369628168,1.0,2537.8060406781733
12.69,-83.43396419800686,-0.06114072755721928,1.0,2534.4070592038333
12.700000000000001,-83.40006632365956,-0.06110195824798483,1.0,2531.006863527
12.71,-83.366175620097,-0.06106326683008781,1.0,2527.605456355959
12.72,-83.33229230942882,-0.06102465390273666,1.0,2524.202840398997
12.73,-83.29841660884196,-0.06098611963059563,1.0,2520.7990183383226
12.74,-83.2645487309087,-0.060947663775708275,1.0,2517.3939928859472
12.75,-83.23068888387235,-0.06090928573273055,1.0,2513.9877667315304
12.76,-83.19683727191216,-0.06087098456662873,1.0,2510.5803425759077
12.77,-83.16299409538257,-0.06083275905206262,1.0,2507.171723112464
12.780000000000001,-83.12915955102989,-0.06079460771369419,1.0,2503.76191104576
12.790000000000001,-83.09533383218435,-0.060756528866739566,1.0,2500.3509090468287
12.8,-83.0615171289256,-0.060718520657124825,1.0,2496.938719831407
12.81,-83.02770962822623,-0.06068058110068355,1.0,2493.5253460742533
12.82,-82.99391151406937,-0.06064270812088446,1.0,2490.1107904799283
12.83,-82.96012296754654,-0.06060489958466776,1.0,2486.695055730641
12.84,-82.92634416692806,-0.06056715333601269,1.0,2483.2781445123255
12.85,-82.89257528772254,-0.06052946722694712,1.0,2479.8600595220923
12.86,-82.85881650270807,-0.060491839145763164,1.0,2476.4408034347
12.870000000000001,-82.82506798195199,-0.06045426704226916,1.0,2473.0203789509833
12.88,-82.79132989281672,-0.06041674894997468,1.0,2469.598788741976
12.89,-82.75760239994645,-0.06037928300514996,1.0,2466.1760354936123
12.9,-82.72388566524727,-0.060341867462766666,1.0,2462.7521218918264
12.91,-82.69017984785758,-0.06030450070935933,1.0,2459.327050630003
12.92,-82.65648510410685,-0.06026718127290298,1.0,2455.9008243717253
12.93,-82.62280158747272,-0.060229907829826825,1.0,2452.473445802927
12.94,-82.58912944853141,-0.06019267920933124,1.0,2449.0449176095426
12.950000000000001,-82.55546883490679,-0.060155494395178,1.0,2445.6152424551547
12.96,-82.52181989121641,-0.06011835252516966,1.0,2442.1844230405986
12.97,-82.48818275902013,-0.06008125288853454,1.0,2438.752462018281
12.98,-82.45455757676847,-0.06004419492144574,1.0,2435.3193620815873
12.99,-82.42094447975502,-0.06000717820092417,1.0,2431.8851258940995
13.0,-82.38734360007096,-0.059970202437349115,1.0,2428.449756141752
13.01,-82.35375506656486,-0.059933267465831885,1.0,2425.013255484402
13.02,-82.32017900480876,-0.05989637323667581,1.0,2421.5756266117096
13.030000000000001,-82.2866155370682,-0.0598595198051547,1.0,2418.136872176081
13.040000000000001,-82.25306478227948,-0.0598227073208201,1.0,2414.6969948634505
13.05,-82.21952685603333,-0.059785936016546234,1.0,2411.2559973448515
13.06,-82.18600187056552,-0.059749206197488455,1.0,2407.813882276416
13.07,-82.15248993475407,-0.059712518230137915,1.0,2404.3706523366272
13.08,-82.11899115412334,-0.05967587253161875,1.0,2400.9263101927936
13.09,-82.08550563085515,-0.05963926955935995,1.0,2397.4808585122228
13.1,-82.05203346380652,-0.05960270980126473,1.0,2394.0342999584973
13.11,-82.01857474853244,-0.05956619376646918,1.0,2390.5866371951997
13.120000000000001,-81.98512957731766,-0.05952972197677214,1.0,2387.137872900814
13.13,-81.95169803921036,-0.0594932949587948,1.0,2383.6880097202957
13.14,-81.91828022006385,-0.05945691323691455,1.0,2380.2370503246784
13.15,-81.88487620258245,-0.05942057732700446,1.0,2376.784997384995
13.16,-81.8514860663702,-0.05938428773098275,1.0,2373.3318535499275
13.17,-81.81810988798657,-0.059348044932175874,1.0,2369.8776214905083
13.18,-81.78474774100196,-0.05931184939148493,1.0,2366.4223038591444
13.19,-81.75139969605942,-0.05927570154431922,1.0,2362.9659033305943
13.200000000000001,-81.71806582093626,-0.05923960179827378,1.0,2359.5084225460887
13.21,-81.68474618061059,-0.05920355053149766,1.0,2356.049864165485
13.22,-81.65144083732622,-0.05916754809171365,1.0,2352.590230859816
13.23,-81.61814985066142,-0.05913159479582253,1.0,2349.1295252777636
13.24,-81.5848732775977,-0.059095690930039566,1.0,2345.667750068009
13.25,-81.55161117258837,-0.059059836750502304,1.0,2342.2049079053104
13.26,-81.51836358762941,-0.059024032484282986,1.0,2338.7410014271736
13.27,-81.4851305723284,-0.05898827833073957,1.0,2335.2760332897305
13.280000000000001,-81.45191217397327,-0.0589525744631519,1.0,2331.8100061528385
13.290000000000001,-81.41870843760296,-0.05891692103057089,1.0,2328.342922665179
13.3,-81.38551940607388,-0.05888131815982846,1.0,2324.8747854717076
13.31,-81.35234512012836,-0.05884576595765186,1.0,2321.4055972397327
13.32,-81.31918561846159,-0.05881026451282978,1.0,2317.9353606030345
13.33,-81.28604093778749,-0.058774813898380365,1.0,2314.46407822147
13.34,-81.2529111129021,-0.058739414173686076,1.0,2310.9917527399957
13.35,-81.21979617674944,-0.05870406538654728,1.0,2307.5183868035674
13.36,-81.18669616048261,-0.05866876757513035,1.0,2304.0439830608666
13.370000000000001,-81.15361109352578,-0.05863352076977755,1.0,2300.5685441605747
13.38,-81.12054100363461,-0.0585983249946556,1.0,2297.092072751373
13.39,-81.08748591695705,-0.05856318026922883,1.0,2293.6145714707673
13.4,-81.05444585809055,-0.0585280866095406,1.0,2290.1360429674387
13.41,-81.02142085014056,-0.05849304402929641,1.0,2286.6564898751676
13.42,-80.98841091477672,-0.05845805254074307,1.0,2283.1759148538113
13.43,-80.9554160722903,-0.05842311215534534,1.0,2279.6943205296993
13.44,-80.92243634164815,-0.058388222884258795,1.0,2276.211709547788
13.450000000000001,-80.88947174054806,-0.058353384738614664,1.0,2272.728084553033
13.46,-80.85652228547262,-0.05831859772961475,1.0,2269.24344817549
13.47,-80.82358799174288,-0.058283861868456056,1.0,2265.757803052664
13.48,-80.79066887357132,-0.05824917716609756,1.0,2262.2711518369615
13.49,-80.75776494411319,-0.05821454363288063,1.0,2258.7834971509874
13.5,-80.72487621552028,-0.05817996127802179,1.0,2255.294841632247
13.51,-80.69200269899089,-0.05814543010900064,1.0,2251.80518790707
13.52,-80.65914440482128,-0.05811095013084977,1.0,2248.3145386353135
13.530000000000001,-80.62630134245639,-0.05807652134537498,1.0,2244.822896413505
13.540000000000001,-80.59347352054017,-0.058042143750313316,1.0,2241.330263901502
13.55,-80.56066094696465,-0.05800781733846274,1.0,2237.8366437144578
13.56,-80.52786362891948,-0.05797354209677808,1.0,2234.342038489878
13.57,-80.49508157294035,-0.05793931800547018,1.0,2230.846450854093
13.58,-80.46231478495746,-0.05790514503710787,1.0,2227.3498834334314
13.59,-80.42956327034283,-0.057871023155746215,1.0,2223.8523388542235
13.6,-80.39682703395711,-0.05783695231608873,1.0,2220.353819742799
13.61,-80.36410608019551,-0.0578029324626958,1.0,2216.8543287217617
13.620000000000001,-80.3314004130338,-0.057768963529249234,1.0,2213.3538684099913
13.63,-80.29871003607212,-0.05773504543788092,1.0,2209.852441444993
13.64,-80.2660349525792,-0.05770117809857241,1.0,2206.3500504270196
13.65,-80.2333751655353,-0.05766736140862957,1.0,2202.8466979935765
13.66,-80.20073067767298,-0.05763359525224145,1.0,2199.3423867486417
13.67,-80.16810149151844,-0.0575998795001167,1.0,2195.8371193297207
13.68,-80.13548760943094,-0.05756621400921066,1.0,2192.330898333341
13.69,-80.10288903364116,-0.05753259862253014,1.0,2188.8237263783813
13.700000000000001,-80.07030576628785,-0.05749903316903035,1.0,2185.315606087446
13.71,-80.03773780945289,-0.057465517463587024,1.0,2181.8065400645137
13.72,-80.00518516519746,-0.05743205130705028,1.0,2178.2965309284627
13.73,-79.97264783559292,-0.05739863448637842,1.0,2174.785581279546
13.74,-79.9401258227527,-0.05736526677483764,1.0,2171.273693740368
13.75,-79.90761912886248,-0.05733194793227605,1.0,2167.7608709074557
13.76,-79.87512775620836,-0.057298677705453986,1.0,2164.2471153847873
13.77,-79.84265170720256,-0.057265455828439386,1.0,2160.732429794967
13.780000000000001,-79.81019098440939,-0.05723228202305023,1.0,2157.2168167196214
13.790000000000001,-79.77774559056856,-0.05719915599934281,1.0,2153.7002787813544
13.8,-79.74531552861559,-0.05716607745614837,1.0,2150.1828185617924
13.81,-79.71290080170341,-0.05713304608163597,1.0,2146.6644386798143
13.82,-79.68050141321967,-0.05710006155391461,1.0,2143.145141713321
13.83,-79.64811736680296,-0.05706712354165164,1.0,2139.6249302737415
13.84,-79.6157486663591,-0.05703423170472095,1.0,2136.103806961328
13.85,-79.58339531607278,-0.057001385694857215,1.0,2132.5817743465304
13.86,-79.55105732041983,-0.05696858515632642,1.0,2129.058835051954
13.870000000000001,-79.51873468417739,-0.0569358297266045,1.0,2125.5349916405976
13.88,-79.48642741243151,-0.05690311903705128,1.0,2122.010246731341
13.89,-79.4541355105842,-0.05687045271359575,1.0,2118.484602883458
13.9,-79.42185898435858,-0.05683783037740588,1.0,2114.958062708378
13.91,-79.3895978398023,-0.056805251645563416,1.0,2111.430628772825
13.92,-79.35735208328936,-0.05677271613171936,1.0,2107.9023036696017
13.93,-79.32512172152089,-0.05674022344675044,1.0,2104.3730899840593
13.94,-79.29290676152442,-0.05670777319939441,1.0,2100.842990282923
13.950000000000001,-79.26070721065186,-0.056675364996875185,1.0,2097.3120071664453
13.96,-79.22852307657521,-0.05664299844551723,1.0,2093.780143197626
13.97,-79.19635436728241,-0.05661067315133612,1.0,2090.2474009618163
13.98,-79.16420109107061,-0.056578388720622146,1.0,2086.7137830257416
13.99,-79.13206325653972,-0.056546144760501245,1.0,2083.1792919673026
14.0,-79.0999408725831,-0.056513940879483596,1.0,2079.6439303644
14.01,-79.0678339483787,-0.05648177668799165,1.0,2076.107700776309
14.02,-79.0357424933779,-0.05644965179887308,1.0,2072.570605777204
14.030000000000001,-79.00366651729476,-0.05641756582789974,1.0,2069.032647933811
14.040000000000001,-78.9716060300927,-0.05638551839424475,1.0,2065.493829805404
14.05,-78.93956104197174,-0.056353509120948324,1.0,2061.954153969884
14.06,-78.907531563354,-0.05632153763536553,1.0,2058.4136229790747
14.07,-78.87551760486882,-0.05628960356959597,1.0,2054.872239395976
14.08,-78.84351917733709,-0.0562577065609031,1.0,2051.330005787313
14.09,-78.81153629175488,-0.05622584625211439,1.0,2047.7869246974587
14.1,-78.77956895927683,-0.05619402229200623,1.0,2044.2429987043142
14.11,-78.74761719119809,-0.05616223433567828,1.0,2040.6982303373516
14.120000000000001,-78.71568099893618,-0.05613048204490457,1.0,2037.152622167021
14.13,-78.68376039401393,-0.05609876508848086,1.0,2033.6061767414212
14.14,-78.65185538803848,-0.05606708314254632,1.0,2030.0588966049254
14.15,-78.61996599268372,-0.05603543589089709,1.0,2026.5107843130827
14.16,-78.5880922196699,-0.05600382302528332,1.0,2022.9618424102664
14.17,-78.55623408074462,-0.055972244245688696,1.0,2019.4120734408498
14.18,-78.524391587662,-0.055940699260597034,1.0,2015.8614799492061
14.19,-78.49256475216315,-0.055909187787241806,1.0,2012.310064483434
14.200000000000001,-78.46075358595586,-0.0558777095518403,1.0,2008.7578295730054
14.21,-78.42895810069415,-0.055846264289809114,1.0,2005.2047777697444
14.22,-78.39717830795837,-0.05581485174596697,1.0,2001.6509116068482
14.23,-78.36541421923494,-0.05578347167471581,1.0,1998.096233613789
14.24,-78.33366584589561,-0.055752123840206995,1.0,1994.540746331215
14.25,-78.30193319917865,-0.05572080801648954,1.0,1990.9844522960484
14.26,-78.27021629016777,-0.055689523987637435,1.0,1987.427354041487
14.27,-78.23851512977376,-0.05565827154786038,1.0,1983.8694540821016
14.280000000000001,-78.20682972871415,-0.055627050501593674,1.0,1980.3107549585402
14.290000000000001,-78.17516009749517,-0.055595860663573304,1.0,1976.7512591965497
14.3,-78.14350624639232,-0.055564701858883056,1.0,1973.1909693144262
14.31,-78.11186818543297,-0.05553357392298875,1.0,1969.629887856543
14.32,-78.08024592437751,-0.055502476701749216,1.0,1966.0680173188448
14.33,-78.04863947270324,-0.055471410051404484,1.0,1962.505360238254
14.34,-78.01704883958617,-0.05544037383855224,1.0,1958.9419191293418
14.35,-77.98547403388616,-0.05540936794009195,1.0,1955.377696517855
14.36,-77.95391506412996,-0.05537839224315772,1.0,1951.8126948997378
14.370000000000001,-77.92237193849681,-0.05534744664502465,1.0,1948.2469168230891
14.38,-77.89084466480392,-0.05531653105300282,1.0,1944.6803647764027
14.39,-77.85933325049179,-0.05528564538429919,1.0,1941.1130412779748
14.4,-77.8278377026124,-0.05525478956587257,1.0,1937.5449488423765
14.41,-77.79635802781553,-0.05522396353426184,1.0,1933.9760899692774
14.42,-77.7648942323377,-0.05519316723539606,1.0,1930.4064671732485
